"","X","cuisine","phone","name.x","zipcode","grade","score","name.y","rating","price","url","cuisine.type"
"3844",3846,53,2124914492,"FOOD HUT CARIBBEAN CUISINE",10031,"A",11,"Food Hut Caribbean Cuisine",4,1,"http://www.yelp.com/biz/food-hut-caribbean-cuisine-new-york","Latin American"
"3845",3847,53,7186413636,"TRINCITI ROTI SHOP & RESTAURANT",11420,"A",12,"Trinciti Roti Shop & Restaurant",4,1,"http://www.yelp.com/biz/trinciti-roti-shop-and-restaurant-ozone-park","Latin American"
"3846",3848,53,7182351174,"DAVE'S JAMAICAN RESTAURANT",11208,NA,26,"Dave's",3.5,1,"http://www.yelp.com/biz/daves-brooklyn","Latin American"
"3847",3849,53,7188453570,"3 SISTERS' & SHANTA'S RESTAURANT & BAKERY",11417,"B",24,"Three Sisters Liberty Bakery & Restaurant",4.5,NA,"http://www.yelp.com/biz/three-sisters-liberty-bakery-and-restaurant-ozone-park","Latin American"
"3848",3850,53,7183235990,"SINGH'S ROTI SHOP & BAR",11419,"A",11,"Singh's Roti Shop & Bar",3.5,1,"http://www.yelp.com/biz/singhs-roti-shop-and-bar-south-richmond-hill","Latin American"
"3849",3851,53,6465885375,"MISS LILY'S",10012,"A",0,"Miss Lily's Variety",3.5,4,"http://www.yelp.com/biz/miss-lilys-variety-new-york","Latin American"
"3850",3852,53,7188157001,"ISLAND ROTI SHOP & BAKERY",10301,"A",8,"Island Roti Bakery Shop",4.5,1,"http://www.yelp.com/biz/island-roti-bakery-shop-staten-island","Latin American"
"3851",3853,53,3476638092,"TASTY BITES",11213,NA,26,"Tasty Bites Of New York",4,1,"http://www.yelp.com/biz/tasty-bites-of-new-york-brooklyn","Latin American"
"3852",3854,53,7182063595,"KASSIM'S BAKERY & RESTAURANT",11432,"A",11,"Kassim's Bakery & Take Out Restaurant",2.5,1,"http://www.yelp.com/biz/kassims-bakery-and-take-out-restaurant-jamaica","Latin American"
"3853",3855,53,7189530226,"AYANA'S RESTAURANT",11213,"A",12,"Ayana's Restaurant",5,NA,"http://www.yelp.com/biz/ayanas-restaurant-brooklyn","Latin American"
"3854",3856,53,7185277684,"ROTI ROAD HOUSE",11434,"A",10,"Roti Road House Cafe",3,2,"http://www.yelp.com/biz/roti-road-house-cafe-jamaica-2","Latin American"
"3855",3857,53,7186587100,"S & S CARIBBEAN CUISINE AND ROTI SHOP, INC",11432,NA,2,"Finga Lickin",3,NA,"http://www.yelp.com/biz/finga-lickin-jamaica","Latin American"
"3856",3858,53,7186555585,"GOLD STAR JERK CENTER",10467,"A",9,"Gold Star Jerk Center",4,1,"http://www.yelp.com/biz/gold-star-jerk-center-bronx","Latin American"
"3857",3859,53,7182358100,"TRUE FLAVORZ",11208,"A",10,"True Flavorz",5,1,"http://www.yelp.com/biz/true-flavorz-brooklyn","Latin American"
"3858",3860,53,7184549300,"KRISS WEST INDIAN RESTAURANT",11412,NA,5,"Kriss West Indian Restaurant",3,1,"http://www.yelp.com/biz/kriss-west-indian-restaurant-queens","Latin American"
"3859",3861,53,7188261807,"BAKE AND THINGS RESTAURANT",11203,"A",9,"Bake & Things",4,1,"http://www.yelp.com/biz/bake-and-things-brooklyn","Latin American"
"3860",3862,53,7187830316,"ALI'S TRINIDAD ROTI SHOP",11216,"A",8,"Ali's Trinidad Roti Shop",4,1,"http://www.yelp.com/biz/alis-trinidad-roti-shop-brooklyn","Latin American"
"3861",3863,53,7187761080,"ISLAND DELIGHT JERK & SEAFOOD CUISINE",11423,"A",7,"Island Delight Quisine",3,NA,"http://www.yelp.com/biz/island-delight-quisine-hollis","Latin American"
"3862",3864,53,7188453808,"GOLDEN KRUST CARIBBEAN BAKERY & GRILL",11436,"A",11,"Golden Krust Caribbean Bakery & Grill",4,NA,"http://www.yelp.com/biz/golden-krust-caribbean-bakery-and-grill-south-ozone-park","Latin American"
"3863",3865,53,6465885375,"MISS LILY'S/MELVINS JUICE SHOP",10012,"A",13,"Miss Lily's",3.5,2,"http://www.yelp.com/biz/miss-lilys-new-york","Latin American"
"3864",3866,53,6465885375,"MISS LILY'S",10012,"A",0,"Miss Lily's",3.5,2,"http://www.yelp.com/biz/miss-lilys-new-york","Latin American"
"3865",3867,53,7186718841,"GOLDEN KRUST CARIBBEAN BAKERY & GRILL",10475,"A",7,"Golden Krust Caribbean Bakery",3,1,"http://www.yelp.com/biz/golden-krust-caribbean-bakery-bronx-4","Latin American"
"3866",3868,53,7182922900,"Flavas International Grill",10451,"B",18,"Flavas International Grill",3.5,1,"http://www.yelp.com/biz/flavas-international-grill-new-york","Latin American"
"3867",3869,53,7183189616,"GOODY'S BBQ",11692,"A",5,"Goody's Bbq Chicken & Ribs",3.5,2,"http://www.yelp.com/biz/goodys-bbq-chicken-and-ribs-arverne","Latin American"
"3868",3870,53,7182922900,"Flavas International Grill",10451,"B",18,"Flavas International Grill",3.5,1,"http://www.yelp.com/biz/flavas-international-grill-new-york","Latin American"
"3869",3871,53,3479150444,"REN'S HOME 'R' YARD",11226,"A",13,"Ren's Home 'R' Yard",2.5,1,"http://www.yelp.com/biz/rens-home-r-yard-brooklyn","Latin American"
"3870",3872,53,7187765100,"KALALLO RESTAURANT",11428,"C",31,"Kalalloo Restaurant",3.5,NA,"http://www.yelp.com/biz/kalalloo-restaurant-queens-village","Latin American"
"3871",3873,53,2124910738,"M & S FRONT LINE",10031,"B",16,"M & S Front Line Company",1,NA,"http://www.yelp.com/biz/m-and-s-front-line-company-new-york","Latin American"
"3872",3874,53,2124103000,"SISTERS CUISINE",10035,"A",12,"Sisters' Caribbean Cuisine",5,NA,"http://www.yelp.com/biz/sisters-caribbean-cuisine-new-york","Latin American"
"3873",3875,53,7188500787,"KAIETEUR RESTAURANT",11418,"A",13,"Kaieteur Restaurant",4,2,"http://www.yelp.com/biz/kaieteur-restaurant-richmond-hill","Latin American"
"3874",3876,53,7183632450,"PJ RESTAURANT & BAKERY",11213,"A",7,"Pj's Restaurant",3,NA,"http://www.yelp.com/biz/pjs-restaurant-brooklyn","Latin American"
"3875",3877,53,7188474035,"NEST RESTAURANT& LOUNGE",11419,NA,20,"The Nest Restaurant & Bar",4,2,"http://www.yelp.com/biz/the-nest-restaurant-and-bar-south-richmond-hill","Latin American"
"3876",3878,53,2128606831,"WINSTON & TEE EXPRESS JERK CHICKEN AND CARIBBEAN",10029,"C",28,"Winston and Tee Jerk Chicken and Carribean Cuisine",3.5,1,"http://www.yelp.com/biz/winston-and-tee-jerk-chicken-and-carribean-cuisine-new-york","Latin American"
"3877",3879,53,7184690117,"BAMBOO EXPRESS RESTAURANT & BAKERY",11226,"A",7,"Bamboo Express",4,1,"http://www.yelp.com/biz/bamboo-express-brooklyn","Latin American"
"3878",3880,53,7186923666,"LE BANQUET BAR & RESTAURANT",11210,"C",47,"Le Banquet",4,NA,"http://www.yelp.com/biz/le-banquet-brooklyn","Latin American"
"3879",3881,53,7185295580,"ECLIPSE ON THE BOULEVARD",11420,"A",13,"Eclipse Restaurant",3.5,1,"http://www.yelp.com/biz/eclipse-restaurant-south-ozone-park","Latin American"
"3880",3882,53,7187831737,"NATURAL BLEND",11238,NA,20,"Natural Blend",4.5,1,"http://www.yelp.com/biz/natural-blend-brooklyn","Latin American"
"3881",3883,53,7188225704,"CARIBE RESTAURANT",10461,"A",7,"Caribe Restaurant",3.5,2,"http://www.yelp.com/biz/caribe-restaurant-bronx-2","Latin American"
"3882",3884,53,7187088431,"RICHIE RICH CARIBBEAN TASTE II",10469,"A",11,"Richie Rich Carribean",3.5,1,"http://www.yelp.com/biz/richie-rich-carribean-bronx","Latin American"
"3883",3885,53,7184848923,"SEA FOUR A CHANGE RESTAURANT",11208,"A",7,"Sea For A Change",3.5,1,"http://www.yelp.com/biz/sea-for-a-change-new-york","Latin American"
"3884",3886,53,7189945544,"ROYAL CARIBBEAN BAKERY & RESTAURANT",10466,"A",4,"Royal Caribbean Jamaican Bakery",4.5,2,"http://www.yelp.com/biz/royal-caribbean-jamaican-bakery-bronx","Latin American"
"3885",3887,53,7182822422,"PASCALE BAKERY & RESTAURANT",11226,NA,23,"Pascale Bakery & Restaurant",5,NA,"http://www.yelp.com/biz/pascale-bakery-and-restaurant-brooklyn","Latin American"
"3886",3888,53,7185239707,"JAMAICAN PARADISE",11432,"A",8,"Jamaica Paradise",4,NA,"http://www.yelp.com/biz/jamaica-paradise-jamaica","Latin American"
"3887",3889,53,7186413636,"TRINCITI ROTI SHOP & RESTAURANT",11420,"A",12,"Trinciti Roti Shop & Restaurant",4,1,"http://www.yelp.com/biz/trinciti-roti-shop-and-restaurant-ozone-park","Latin American"
"3888",3890,53,7186040041,"GOLDEN KRUST BAKERY & GRILL",11216,"A",12,"Golden Krust Caribbean Bakery & Grill",2.5,1,"http://www.yelp.com/biz/golden-krust-caribbean-bakery-and-grill-brooklyn","Latin American"
"3889",3891,53,7182824035,"GRACE BEFORE MEALS",11226,NA,26,"Grace Before Meals Roti Shop",4.5,1,"http://www.yelp.com/biz/grace-before-meals-roti-shop-brooklyn","Latin American"
"3890",3892,53,7187891833,"GOLDEN KRUST CARIBBEAN BAKERY & GRILL",11238,"A",12,"Golden Krust Patties",3,NA,"http://www.yelp.com/biz/golden-krust-patties-brooklyn-3","Latin American"
"3891",3893,53,7187733476,"GLORIA'S IN AND OUT #3",11216,NA,23,"Gloria's Caribbean Cuisine",3.5,1,"http://www.yelp.com/biz/glorias-caribbean-cuisine-brooklyn-2","Latin American"
"3892",3894,53,7189532270,"FEVER GRASS",11225,"A",13,"Fever Grass",4.5,1,"http://www.yelp.com/biz/fever-grass-brooklyn","Latin American"
"3893",3895,53,7187369414,"WINDIES RESTAURANT AND BAR",11428,"B",21,"Windies Restaurant & Bar",4.5,NA,"http://www.yelp.com/biz/windies-restaurant-and-bar-queens-village","Latin American"
"3894",3896,53,7182413609,"DE ISLANDS",11236,"A",10,"De Island",3.5,2,"http://www.yelp.com/biz/de-island-brooklyn","Latin American"
"3895",3897,53,3472818558,"JENNY'S ROTI SHOP",10462,"A",8,"Jenny's Roti Shop",4.5,NA,"http://www.yelp.com/biz/jennys-roti-shop-bronx","Latin American"
"3896",3898,53,7182358100,"TRUE FLAVORZ",11208,"A",10,"True Flavorz",5,1,"http://www.yelp.com/biz/true-flavorz-brooklyn","Latin American"
"3897",3899,53,3478948049,"JAMAICA BREEZE RESTAURANT",11413,NA,39,"Jamaica Breeze Restaurant",3,NA,"http://www.yelp.com/biz/jamaica-breeze-restaurant-laurelton","Latin American"
"3898",3900,53,7183983575,"THE ISLANDS",11238,"A",6,"The Islands",4.5,2,"http://www.yelp.com/biz/the-islands-brooklyn-2","Latin American"
"3899",3901,53,7189442700,"GOLDEN KRUST CARIBBEAN BAKERY & GRILL",10467,"A",12,"Golden Crust Patties",2,NA,"http://www.yelp.com/biz/golden-crust-patties-bronx","Latin American"
"3900",3902,53,7182629320,"G'S HOMESTYLE COOKING",11435,"A",9,"G's Homestyle Cooking",4,NA,"http://www.yelp.com/biz/gs-homestyle-cooking-jamaica","Latin American"
"3901",3903,53,3472401669,"CHRIS CARIBBEAN & AMERICAN RESTAURANT",11216,"A",11,"Chris' Caribean American Restaurant",4,1,"http://www.yelp.com/biz/chris-caribean-american-restaurant-brooklyn-2","Latin American"
"3902",3904,53,7188453570,"3 SISTERS' & SHANTA'S RESTAURANT & BAKERY",11417,"B",24,"Three Sisters Liberty Bakery & Restaurant",4.5,NA,"http://www.yelp.com/biz/three-sisters-liberty-bakery-and-restaurant-ozone-park","Latin American"
"3903",3905,53,2128663136,"ISLAND CHOICE RESTAURANT AND CATERING",10026,"B",17,"Island Choice Restaurant",3,1,"http://www.yelp.com/biz/island-choice-restaurant-new-york","Latin American"
"3904",3906,53,7188041075,"CAS' WEST INDIAN & AMERICAN RESTAURANT",11213,"A",7,"CAS West Indian Resturaunt",4,NA,"http://www.yelp.com/biz/cas-west-indian-resturaunt-brooklyn","Latin American"
"3905",3907,53,7188500787,"KAIETEUR RESTAURANT",11418,"A",13,"Kaieteur Restaurant",4,2,"http://www.yelp.com/biz/kaieteur-restaurant-richmond-hill","Latin American"
"3906",3908,53,7188422300,"KAYLAH'S HUT",10455,"A",11,"Kaylah's Hut",4.5,2,"http://www.yelp.com/biz/kaylahs-hut-bronx","Latin American"
"3907",3909,53,7188474035,"NEST RESTAURANT& LOUNGE",11419,NA,20,"The Nest Restaurant & Bar",4,2,"http://www.yelp.com/biz/the-nest-restaurant-and-bar-south-richmond-hill","Latin American"
"3908",3910,53,7184762754,"MARKIE B'S JAMAICAN CUISINE",11369,"A",12,"Markie 'B' Jamaican",3,1,"http://www.yelp.com/biz/markie-b-jamaican-east-elmhurst","Latin American"
"3909",3911,53,7184515271,"SALLY'S WEST INDIAN RESTAURANT",11236,"A",13,"Sally's West Indian Restaurant III",3,3,"http://www.yelp.com/biz/sallys-west-indian-restaurant-iii-brooklyn","Latin American"
"3910",3912,53,7186552178,"ALI'S ROTI SHOP",10466,"A",9,"Ali's Roti Shop",3.5,1,"http://www.yelp.com/biz/alis-roti-shop-bronx","Latin American"
"3911",3913,53,7188820815,"LASH WEST INDIAN AND AMERICAN CUISINE",10467,"A",9,"Lash West Indian And American Cuisine",5,NA,"http://www.yelp.com/biz/lash-west-indian-and-american-cuisine-bronx","Latin American"
"3912",3914,53,7188684040,"ROBERTS DELIGHT CARIBBEAN & AMERICAN RESTAURANT",11691,NA,8,"Robert's Delight",5,1,"http://www.yelp.com/biz/roberts-delight-far-rockaway","Latin American"
"3913",3915,53,7187781997,"GLENDA'S RESTAURANT",11216,"B",16,"Glenda's Restaurrant",4.5,1,"http://www.yelp.com/biz/glendas-restaurrant-brooklyn","Latin American"
"3914",3916,53,3477709111,"MCBEANS RESTAURANT",11210,"A",2,"Mc Beans Restaurant",5,NA,"http://www.yelp.com/biz/mc-beans-restaurant-brooklyn","Latin American"
"3915",3917,53,7183630880,"FOUR SEASONS JAMAICAN RESTAURANT & BAKERY",11225,"C",29,"Four Seasons Jamaican Restaurant",5,NA,"http://www.yelp.com/biz/four-seasons-jamaican-restaurant-brooklyn","Latin American"
"3916",3918,53,7182828190,"SHAYNA'S RESTAURANT",11218,"A",9,"Shayna's Restaurant",4.5,NA,"http://www.yelp.com/biz/shaynas-restaurant-brooklyn","Latin American"
"3917",3919,53,7182351174,"DAVE'S JAMAICAN RESTAURANT",11208,NA,26,"Dave's",3.5,1,"http://www.yelp.com/biz/daves-brooklyn","Latin American"
"3918",3920,53,3476638092,"TASTY BITES",11213,NA,26,"Tasty Bites Of New York",4,1,"http://www.yelp.com/biz/tasty-bites-of-new-york-brooklyn","Latin American"
"3919",3921,53,7184683624,"SILVER SPOON RESTAURANT",11429,"A",13,"Silver Spoon Restaurant",5,1,"http://www.yelp.com/biz/silver-spoon-restaurant-queens-village","Latin American"
"3920",3922,53,7184555550,"INDIRA'S",11207,"A",3,"Indira's Restaurant",3,NA,"http://www.yelp.com/biz/indiras-restaurant-new-york","Latin American"
"3921",3923,53,2128663136,"ISLAND CHOICE RESTAURANT AND CATERING",10026,"B",17,"Island Choice Restaurant",3,1,"http://www.yelp.com/biz/island-choice-restaurant-new-york","Latin American"
"3922",3924,53,7188557149,"BROOKLYN MOON CAFE",11217,"A",9,"Brooklyn Moon Cafe",3.5,2,"http://www.yelp.com/biz/brooklyn-moon-cafe-brooklyn","Latin American"
"3923",3925,53,2122902864,"CARRIBEAN KITCHEN/TASTE OF INDIA",10119,"B",22,"Caribbean Kitchen",3.5,1,"http://www.yelp.com/biz/caribbean-kitchen-new-york","Latin American"
"3924",3926,53,7184857808,"A & C GUYANA BAKERY & RESTAURANT",11203,"A",4,"A & C Guyana Bakery & Restaurant",3,1,"http://www.yelp.com/biz/a-and-c-guyana-bakery-and-restaurant-brooklyn","Latin American"
"3925",3927,53,7186293002,"BOSTON JERK-CITY RESTAURANT",11203,"A",12,"Boston Jerk City Restaurant",4,2,"http://www.yelp.com/biz/boston-jerk-city-restaurant-brooklyn","Latin American"
"3926",3928,53,7182724646,"DOWNS RIVER RESTAURANT",11207,NA,21,"Downs River Restaurant",4,NA,"http://www.yelp.com/biz/downs-river-restaurant-east-new-york","Latin American"
"3927",3929,53,7183450151,"CJ'S JAMAICAN RESTAURANT & BAKERY",11203,"B",21,"C & J Jamaican restaurant and Bakery",3.5,1,"http://www.yelp.com/biz/c-and-j-jamaican-restaurant-and-bakery-brooklyn","Latin American"
"3928",3930,53,7187929322,"GOLDEN KRUST CARIBBEAN BAKERY & GRILL",10462,"A",12,"Golden Krust Caribbean Bakery And Grill",2.5,NA,"http://www.yelp.com/biz/golden-krust-caribbean-bakery-and-grill-bronx","Latin American"
"3929",3931,53,2124103000,"SISTERS CUISINE",10035,"A",12,"Sister's Cuisine",4,1,"http://www.yelp.com/biz/sisters-cuisine-new-york","Latin American"
"3930",3932,53,3472755882,"ISLAND BREEZE II",10467,"A",10,"Island Breezes II",5,NA,"http://www.yelp.com/biz/island-breezes-ii-bronx","Latin American"
"3931",3933,53,7189530226,"AYANA'S RESTAURANT",11213,"A",12,"Ayana's Restaurant",5,NA,"http://www.yelp.com/biz/ayanas-restaurant-brooklyn","Latin American"
"3932",3934,53,3477871515,"JRS ORIGINAL JERK CENTER",11216,NA,51,"Jr S & A Jerk Center",3.5,NA,"http://www.yelp.com/biz/jr-s-and-a-jerk-center-brooklyn","Latin American"
"3933",3935,53,7188564638,"BREEZE'S JAMAICAN RESTAURANT & BAKERY",11226,"A",4,"Breeze's Jamaican Restaurant & Bakery",3.5,NA,"http://www.yelp.com/biz/breezes-jamaican-restaurant-and-bakery-brooklyn","Latin American"
"3934",3936,53,7183992000,"KOMBIT KREYOL",11217,"C",44,"Kombit Bar & Restaurant",3.5,2,"http://www.yelp.com/biz/kombit-bar-and-restaurant-brooklyn","Latin American"
"3935",3937,53,7185978700,"COCONUT PALM BAR AND GRILL",10461,"A",13,"Coconut Palm Bar & Grill",3.5,2,"http://www.yelp.com/biz/coconut-palm-bar-and-grill-bronx","Latin American"
"3936",3938,53,7188357255,"sonny's roti shop",11419,NA,39,"Sonny's Roti Shop",3.5,1,"http://www.yelp.com/biz/sonnys-roti-shop-ozone-park","Latin American"
"3937",3939,53,7186544400,"COOYAH",10469,"A",9,"Cooyah Restaurant",5,1,"http://www.yelp.com/biz/cooyah-restaurant-new-york","Latin American"
"3938",3940,53,7185297743,"THE FOOD HUT",11420,"A",10,"The Food Hut",2,1,"http://www.yelp.com/biz/the-food-hut-south-ozone-park","Latin American"
"3939",3941,53,3479852826,"HUNNY'S JAMAICAN FUSION",11203,"A",12,"Hunny's Jamaican Fusion",3,NA,"http://www.yelp.com/biz/hunnys-jamaican-fusion-new-york","Latin American"
"3940",3942,53,7188486006,"GT MOBAY",11420,"A",13,"G T & Mobay Cuisine Restaurant",3.5,NA,"http://www.yelp.com/biz/g-t-and-mobay-cuisine-restaurant-south-ozone-park","Latin American"
"3941",3943,53,7188553266,"BUFF PATTY RESTAURANT & BAKERY",11205,"A",10,"Buff Patti Restaurant",2,1,"http://www.yelp.com/biz/buff-patti-restaurant-brooklyn","Latin American"
"3942",3944,53,7187366500,"TROPICAL JERK",11429,"A",7,"Tropical Jerk",4,NA,"http://www.yelp.com/biz/tropical-jerk-queens-village","Latin American"
"3943",3945,53,7184623078,"D & P RESTAURANT & COCKTAIL",11203,"A",12,"D & P Restaurant and Cocktail Lounge",1.5,1,"http://www.yelp.com/biz/d-and-p-restaurant-and-cocktail-lounge-brooklyn","Latin American"
"3944",3946,53,7182525175,"E SAVOY",11234,"A",10,"Esavoy",3.5,NA,"http://www.yelp.com/biz/esavoy-brooklyn","Latin American"
"3945",3947,53,3472401180,"DE HOT POT",11225,"A",9,"De Hot Pot",4,1,"http://www.yelp.com/biz/de-hot-pot-brooklyn","Latin American"
"3946",3948,53,7189493166,"HOT POT JAMAICAN & AMERICAN CUISINE",11411,"A",2,"Hot Pot Jamaican & American Restaurant",2.5,NA,"http://www.yelp.com/biz/hot-pot-jamaican-and-american-restaurant-cambria-heights","Latin American"
"3947",3949,53,3479646552,"PIMENTO CARRIBEAN RESTAURANT",10475,"A",8,"Pimento Caribbean Restaurant",2.5,2,"http://www.yelp.com/biz/pimento-caribbean-restaurant-bronx","Latin American"
"3948",3950,53,7186369746,"CHRISTIE'S JAMAICAN PATTIES",11238,NA,2,"Christie's Jamaican Patties",4,1,"http://www.yelp.com/biz/christies-jamaican-patties-brooklyn","Latin American"
"3949",3951,53,7185271536,"THE SMOKE HOUSE",11412,"B",16,"The Smoke House",4.5,2,"http://www.yelp.com/biz/the-smoke-house-saint-albans","Latin American"
"3950",3952,53,7188480255,"NEW GOOD HOPE RESTAURANT",11419,"B",27,"Good Hope Restaurant",3.5,2,"http://www.yelp.com/biz/good-hope-restaurant-south-richmond-hill","Latin American"
"3951",3953,53,7182879848,"NIO'S WEST INDIAN RESTAURANT & BAKERY",11226,"A",11,"Trinidad Roti Shop",4,1,"http://www.yelp.com/biz/trinidad-roti-shop-brooklyn","Latin American"
"3952",3954,53,7186383127,"ROWE'S RESTAURANT",11216,"A",13,"Rowe's Restaurant",4,1,"http://www.yelp.com/biz/rowes-restaurant-brooklyn","Latin American"
"3953",3955,53,7182303954,"SUGARCANE",11217,"A",12,"Sugarcane",3.5,2,"http://www.yelp.com/biz/sugarcane-brooklyn","Latin American"
"3954",3956,53,6465885375,"MISS LILY'S/MELVINS JUICE SHOP",10012,"A",13,"Miss Lily's Variety",3.5,4,"http://www.yelp.com/biz/miss-lilys-variety-new-york","Latin American"
"3955",3957,53,7188484444,"LEGEND COOKHOUSE",11420,"B",24,"Legend Cookhouse",2,1,"http://www.yelp.com/biz/legend-cookhouse-south-ozone-park","Latin American"
"3956",3958,53,7182211222,"Tasty Delicious Bakery",11212,"A",13,"Tasty Delicious",2.5,2,"http://www.yelp.com/biz/tasty-delicious-brooklyn","Latin American"
"3957",3959,53,7186767470,"PLUM TREE RESTAURANT",11234,"B",15,"Plum Tree Restaurant & Catering",3.5,1,"http://www.yelp.com/biz/plum-tree-restaurant-and-catering-new-york","Latin American"
"3958",3960,53,3475291080,"MANGO SEED RESTAURANT",11226,"A",13,"MangoSeed Restaurant",4,2,"http://www.yelp.com/biz/mangoseed-restaurant-brooklyn-2","Latin American"
"3959",3961,53,7182760015,"EARLY B JAMAICAN CUISINE CORPORATION",11434,"A",9,"Early B Jamaican Cuisine",3,NA,"http://www.yelp.com/biz/early-b-jamaican-cuisine-queens","Latin American"
"3960",3962,53,7189404122,"THE ORIGINAL CULPEPPERS RESTAURANT",11225,NA,46,"Culpeppers",4,1,"http://www.yelp.com/biz/culpeppers-brooklyn","Latin American"
"3961",3963,53,7182766600,"CLIPPERS II",11422,"A",12,"Dream Restaurant & Bar",4,NA,"http://www.yelp.com/biz/dream-restaurant-and-bar-rosedale","Latin American"
"3962",3964,53,7186062670,"MELTING POT CUISINE",11106,"A",12,"Melting Pot Cuisine",4,1,"http://www.yelp.com/biz/melting-pot-cuisine-astoria","Latin American"
"3963",3965,53,7184853608,"SILVER KRUST WEST INDIAN RESTAURANT",11236,"B",14,"Silver Krust West Indian Restauarant & Grill",4,NA,"http://www.yelp.com/biz/silver-krust-west-indian-restauarant-and-grill-brooklyn","Latin American"
"3964",3966,53,7184850731,"LINDA'S RESTAURANT BAKERY & LOUNGE",11203,"A",11,"Linda's Restaurant & Bakery",3.5,NA,"http://www.yelp.com/biz/lindas-restaurant-and-bakery-brooklyn","Latin American"
"3965",3967,53,7183253463,"THE GOOD DINE RESTAURANT",10466,"A",13,"The Good Dine",4,1,"http://www.yelp.com/biz/the-good-dine-bronx","Latin American"
"3966",3968,53,7186533143,"THE DUMPLIN SHOP",10469,"A",11,"The Dumplin Shop",2,NA,"http://www.yelp.com/biz/the-dumplin-shop-bronx","Latin American"
"3967",3969,53,2124103000,"SISTERS CUISINE",10035,"A",12,"Sisters' Caribbean Cuisine",5,NA,"http://www.yelp.com/biz/sisters-caribbean-cuisine-new-york","Latin American"
"3968",3970,53,7186598844,"ROCKAWAY ROTI SHOP",11420,NA,36,"Rockaway Roti Shop",4,NA,"http://www.yelp.com/biz/rockaway-roti-shop-south-ozone-park","Latin American"
"3969",3971,53,7186934643,"EXQUISITE EXPRESS RESTAURANT",11226,"A",13,"Exquisite Delight",4,2,"http://www.yelp.com/biz/exquisite-delight-brooklyn","Latin American"
"3970",3972,53,7183850658,"THIS AND THAT NO NONSENSE  RESTAURANT",11212,"B",20,"This & That Restaurant",4,NA,"http://www.yelp.com/biz/this-and-that-restaurant-brooklyn","Latin American"
"3971",3973,53,7182762012,"SILVER KRUST WEST INDIAN RESTAURANT",11413,"A",10,"Silver Krust West Indian Grill And Restaurant",4,NA,"http://www.yelp.com/biz/silver-krust-west-indian-grill-and-restaurant-springfield-gardens","Latin American"
"3972",3974,53,7184673765,"BALBOA RESTAURANT.",11225,"A",13,"Balboa Restaurant",4,1,"http://www.yelp.com/biz/balboa-restaurant-brooklyn","Latin American"
"3973",3975,53,7184555550,"INDIRA'S",11207,"A",3,"Indira's Restaurant",3,NA,"http://www.yelp.com/biz/indiras-restaurant-new-york","Latin American"
"3974",3976,53,7185199277,"FRANK'S SOUP BOWL",10469,"A",5,"Frank's Soup Bowl",4,1,"http://www.yelp.com/biz/franks-soup-bowl-bronx","Latin American"
"3975",3977,53,7188816116,"FISH N'TING RESTAURANT",10466,"A",12,"Fish N' Ting",4,2,"http://www.yelp.com/biz/fish-n-ting-bronx","Latin American"
"3976",3978,53,7188491611,"BAMBOO GARDEN",11416,NA,21,"Bamboo Garden",3.5,2,"http://www.yelp.com/biz/bamboo-garden-ozone-park","Latin American"
"3977",3979,53,7186546480,"ROCATONE SEAFOOD RESTAURANT",10467,"B",20,"Rocatone  Seafood Restaurant",3,NA,"http://www.yelp.com/biz/rocatone-seafood-restaurant-bronx","Latin American"
"3978",3980,53,7189287009,"PEOPLE HEALTHY EATERS",11213,"B",22,"Peoples Healthy Eaters",3.5,NA,"http://www.yelp.com/biz/peoples-healthy-eaters-brooklyn","Latin American"
"3979",3981,53,7182575554,"3 D'S CASTLE BAKERY & RESTAURANT",11207,"A",9,"3D's Castle Restaurant",4,2,"http://www.yelp.com/biz/3ds-castle-restaurant-brooklyn","Latin American"
"3980",3982,53,7188491611,"BAMBOO GARDEN",11416,NA,21,"Bamboo Garden Restaurant",2.5,NA,"http://www.yelp.com/biz/bamboo-garden-restaurant-ozone-park","Latin American"
"3981",3983,53,7187784852,"GLORIA'S NEXT GENERATION",11225,"A",12,"Gloria's West Indian Food",3.5,1,"http://www.yelp.com/biz/glorias-west-indian-food-brooklyn","Latin American"
"3982",3984,53,7184622708,"C & C WEST INDIAN AMERICAN FOOD",11226,"A",9,"C & C Restaurant",4.5,1,"http://www.yelp.com/biz/c-and-c-restaurant-brooklyn","Latin American"
"3983",3985,53,7186062670,"MELTING POT CUISINE",11106,"A",12,"Melting Pot Cuisine",4,1,"http://www.yelp.com/biz/melting-pot-cuisine-astoria","Latin American"
"3984",3986,53,7186937996,"FOUR SEASONS BAKERY",11226,"A",9,"Four Seasons Bakery & Juice Bar",3.5,1,"http://www.yelp.com/biz/four-seasons-bakery-and-juice-bar-brooklyn","Latin American"
"3985",3987,53,7183781133,"GOLDEN KRUST CARIBBEAN BAKERY & GRILL",10456,"A",2,"Golden Krust Patties",4,1,"http://www.yelp.com/biz/golden-krust-patties-bronx-4","Latin American"
"3986",3988,53,7189781818,"KITCHEN KING",11411,NA,9,"Kitchen King",3.5,NA,"http://www.yelp.com/biz/kitchen-king-cambria-heights","Latin American"
